2025-11-27 19:40:09,095 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:10:58,484 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:00,502 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:02,503 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:04,515 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:06,524 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:08,542 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:10,555 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:12,562 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:14,593 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:16,620 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:18,639 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:20,653 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:22,658 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:24,685 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:26,699 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:28,719 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:30,734 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:32,748 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:34,757 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:36,769 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:38,779 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:40,771 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:42,787 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:44,798 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:46,827 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:48,859 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:50,870 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:52,881 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:54,903 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:56,910 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:11:58,918 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:00,923 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:02,925 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:04,940 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:06,959 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:08,966 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:10,985 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:12,995 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:14,999 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:17,013 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:19,016 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:21,026 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:23,023 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:25,033 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:27,044 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:29,036 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:31,059 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:33,073 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:35,093 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:37,112 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:39,108 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:41,103 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:43,114 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:45,127 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:47,149 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:49,144 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:51,153 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:53,170 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:55,159 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:57,163 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:12:59,158 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:01,165 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:03,162 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:05,182 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:07,199 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:09,206 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:11,205 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:13,216 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:15,212 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:17,215 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:19,234 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:21,242 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:23,240 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:25,241 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:27,233 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:29,234 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:31,254 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:33,277 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:35,282 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:37,299 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:39,325 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:41,325 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:43,329 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:45,343 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:47,367 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:49,362 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:51,377 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:53,391 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:55,401 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:57,401 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:13:59,410 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:14:01,423 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:14:03,433 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:14:05,435 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:14:07,433 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:14:09,433 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:14:11,427 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:14:13,452 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:14:15,446 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:14:17,460 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:14:19,472 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:14:21,495 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:14:23,511 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:14:25,505 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:14:27,520 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:14:29,536 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:14:31,542 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:14:33,541 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:14:35,549 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:14:37,552 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:14:39,548 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
2025-11-27 20:14:41,553 - Mode: Latency too high, Action: reduce_batch, Reason: Latency too high, reducing batch size
